Event	ID	Name			Wwise Object Path	Notes
	47597890	grab_radiola			\Default Work Unit\grab_radiola	
	175705637	clock_ticking			\Default Work Unit\clock_ticking	
	290976602	window_rain			\Default Work Unit\window_rain	
	327485194	final_cassette			\Default Work Unit\final_cassette	
	334475136	amb_apartment			\Default Work Unit\amb_apartment	
	1006024461	amb_forest			\Default Work Unit\amb_forest	
	1441833858	grab_cassette			\Default Work Unit\grab_cassette	
	1717311988	stop_magnitola			\Default Work Unit\stop_magnitola	
	1854366052	monster_sounds			\Default Work Unit\monster_sounds	
	1894362767	foot_player			\Default Work Unit\foot_player	
	1931646578	campfire			\Default Work Unit\campfire	
	2179486487	heartbeat			\Default Work Unit\heartbeat	
	2468322237	monster_footsteps			\Default Work Unit\monster_footsteps	
	2564005774	monster_drag			\Default Work Unit\monster_drag	
	3574949606	monster_grab			\Default Work Unit\monster_grab	
	3766095932	apartment_radiola			\Default Work Unit\apartment_radiola	

Switch Group	ID	Name			Wwise Object Path	Notes
	3065790930	switch_monster			\Default Work Unit\switch_monster	
	3666776035	switch_material			\Default Work Unit\switch_material	

Switch	ID	Name	Switch Group			Notes
	1206605712	angry	switch_monster			
	3753286132	calm	switch_monster			
	491961918	forest	switch_material			
	2058049674	wood	switch_material			
	2412606308	carpet	switch_material			

State Group	ID	Name			Wwise Object Path	Notes
	2777765971	state_monster			\Default Work Unit\state_monster	

State	ID	Name	State Group			Notes
	748895195	None	state_monster			
	1206605712	angry	state_monster			
	1874288895	idle	state_monster			

Custom State	ID	Name	State Group	Owner		Notes
	336103638	angry	state_monster	\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_idle		
	833983945	idle	state_monster	\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_angry		

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	288262444	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\Silence2\Silence	
	315219112	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\Silence\Silence	
	354502254	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\Silence\Silence	
	457245027	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\ravens_fast\Silence\Silence	
	492505368	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\Silence_01\Silence	
	573050668	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\owls\Silence\Silence	
	649644791	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\Silence\Silence	
	740640262	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\Silence\Silence	
	866905598	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens_short\Silence\Silence	
	949057456	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\far_sounds\far_grass\silence\Silence	
	980843482	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\ravens_fast\ravens_fast\Silence\Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	190903244	coyote_11	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\coyotes\coyote_11_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\coyotes\coyote_11		28065
	198666015	ebaka_detected	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ebaka_detected_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\ebaka_detected\ebaka_detected		50384
	204246093	amb_apartment	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\amb_apartment_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_apartment\amb_apartment\amb_apartment		345280
	238054147	monster_footstep_5	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\footsteps\monster_footstep_5_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_footsteps\monster_footstep_5		3252
	248092923	Kain_carpet_run6	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\carpet\Kain_carpet_run6_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\carpet\Kain_carpet_run6		2499
	249688694	28	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\big\28_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\big\28		22877
	258403541	raven_far41	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\raven_far41_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\raven_far41		15234
	260510500	grab_cassette	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\grab_cassette_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\grab_cassette		3452
	271838325	22	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\22_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\22		14781
	278864024	owl_3	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\owls\owl_3_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\owls\owl\owl_3		27745
	294297173	coyote_12	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\coyotes\coyote_12_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\coyotes\coyote_12		24209
	299230222	wolf begin_howl4	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ebaka_howl\wolf begin_howl4_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\ebaka_detected\ebaka_howl\wolf begin_howl4		45263
	344715650	26	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\26_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\26		14773
	355053785	monster_calm	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_idle_14769ECC.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_calm		83079
	374800851	ravens45	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ravens45_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens_short\ravens_shot\ravens45		21056
	386133944	apartment_radio	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ambience\amb_apartment_radiola_49D1AC32.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\apartment_radio		223929
	393092853	coyote_09	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\coyotes\coyote_09_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\coyotes\coyote_09		24545
	402541437	31	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\big\31_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\big\31		21256
	407618643	FS_forest_3	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\forest\FS_forest_3_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\forest\FS_forest_3		5971
	409185623	cassette_lullaby	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\cassetes\cassette_lullaby_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\cassettes\cassette_lullaby		367100
	414656099	32	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\big\32_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\big\32		20178
	421139002	29	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\big\29_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\big\29		24843
	446054574	monster_footstep_1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\footsteps\monster_footstep_1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_footsteps\monster_footstep_1		3535
	478095969	ravens48	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ravens48_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens_short\ravens_shot\ravens48		42261
	479363341	grass_far1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\grass_far1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\far_sounds\far_grass\ebaka_grass\grass_far1		24054
	533892335	monster_attack_1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_attack_1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_angry\monster_attack_1		76969
	540102181	raven_far43	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\raven_far43_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\raven_far43		14490
	552279943	FS_forest_1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\forest\FS_forest_1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\forest\FS_forest_1		5891
	562509718	Kain_carpet_run3	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\carpet\Kain_carpet_run3_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\carpet\Kain_carpet_run3		2425
	600015177	27	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\27_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\27		18291
	644012511	rain_strong	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\rain_strong_9CAD495B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_apartment\amb_apartment\rain_strong		57669
	650717705	coyote_10	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\coyotes\coyote_10_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\coyotes\coyote_10		24355
	666190427	ravens46	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ravens46_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens_short\ravens_shot\ravens46		16959
	671005272	monster_footstep_2	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\footsteps\monster_footstep_2_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_footsteps\monster_footstep_2		3765
	673581045	monster_grab_player	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_grab_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster_grab_player		14700
	700725494	25	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\25_FAE41339.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\25		16370
	715588000	FS_forest_4	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\forest\FS_forest_4_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\forest\FS_forest_4		6418
	728710739	owl_2	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\owls\owl_2_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\owls\owl\owl_2		24484
	739472380	clock_ticking	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ambience\amb_apartment_clock_1656D692.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\clock_ticking		110337
	747784766	owl_1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\owls\owl_1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\owls\owl\owl_1		23444
	758686131	raven_far40	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\raven_far40_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ravens\ravens_far\raven_far40		15089
	768793031	18	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\18_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\18		17658
	769646367	coyote_08	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\coyotes\coyote_08_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\coyotes\coyotes\coyote_08		27251
	771544050	Kain_carpet_run9	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\carpet\Kain_carpet_run9_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\carpet\Kain_carpet_run9		2431
	775166037	FS_forest_5	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\forest\FS_forest_5_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\forest\FS_forest_5		6674
	791907785	heartbeat	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\heartbeat_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\heartbeat		19903
	809378789	Kain_wood_run7	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\wood\Kain_wood_run7_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\wood\Kain_wood_run7		3007
	835170516	monster_footstep_4	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\footsteps\monster_footstep_4_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_footsteps\monster_footstep_4		3345
	841260709	monster_footstep_3	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\footsteps\monster_footstep_3_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_footsteps\monster_footstep_3		1739
	842146512	30	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\big\30_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\big\30		21242
	858577885	monster_drag_player	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_dragging_player_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster_drag_player		43691
	861462695	window_rain	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\rain_window_49D1AC32.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\window_rain		98222
	866150488	Kain_carpet_run2	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\carpet\Kain_carpet_run2_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\carpet\Kain_carpet_run2		2480
	882108185	monster_attack_3	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_attack_3_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_angry\monster_attack_3		30040
	889240842	Kain_wood_run9	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\wood\Kain_wood_run9_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\wood\Kain_wood_run9		2762
	910439121	monster_attack_2	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_attack_2_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_angry\monster_attack_2		52454
	910815006	23	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\23_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\23		20031
	912347894	wolf begin_howl1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ebaka_howl\wolf begin_howl1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\ebaka_detected\ebaka_howl\wolf begin_howl1		42825
	924873329	monster_idle	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\monster\monster_idle_49D1AC32.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\monster\monster_state\monster_attack\monster_idle		102380
	955158687	Kain_wood_run1	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\steps\wood\Kain_wood_run1_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps\wood\Kain_wood_run1		2818
	958089345	17	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\screams\little\17_3C6A4CA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\screams\screams\little\17		24894
	962295158	ambience_forest_clear	Y:\Desktop\Create with code\ScreamJam2023\ScreamJam2023\ScreamJam2023_WwiseProject\.cache\Mac\SFX\ambience_forest_clear_49D1AC32.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_forest\ambience_forest_clear		370956
